tstidn,expidn,unique,agepar,region,expsit,gender,poccup,religr,politr,pedlev,fedlev,stbbu1,stbbu2,stbbu3,stbbu4,stbbu5,stbbu6,stbbu7,stbbu8,stbse1,stbse2,stbse3,stbse4,stbse5,stbse6,nssgv1,nssgv2,nssgv3,nssgv4,nssgv5,nssgv6,nssgv7,nsssc1,nsssc2,nsssc3,nsssc4,nsssc5,nsssc6,probl1,probl2,probl3,probl4,probl5,crt1ty,crt2ty,crt3ty,crt4ty,crt5ty,crt6ty,crt7ty,crt1co,crt2co,crt3co,crt4co,crt5co,crt6co,crt7co,crtsco,sapps1,sapps2,sapps3,sapps4,sapco1,sapco2,sapco3,sapco4,sappa1,sappa2,sappa3,sappa4,sapsc1,sapsc2,sapsc3,sapsc4,num1nu,num2nu,num3nu,num1rf,num2rf,num3rf,num1di,num2di,num3di,relitx,politx,crt1tx,crt2tx,crt3tx,crt4tx,crt5tx,crt6tx,crt7tx,num1tx,num2tx,num3tx,expidt,timest
52,54,1 UN,19,12,2 PA,2 MA,1 ST,5 AG,1 LW,2 EM,3 ET,2,2,4,3,2,3,2,3,4,4,2,4,4,4,3,3,1,3,2,4,2,1,1,2,1,2,1,0,0,0,0,0,3,4,4,4,4,4,1,0,1,1,1,1,1,0,5,1,1,1,2,1,2,4,1,2,1,5,4,4,2,4,5,150000,789,32,144938,919,155,5062,130,123,Agnóstico,Izquierda,10,5 minutos cada uno,47,2do lugar,8,Emilio,3 metros cúbicos,150000,789,32,0054,10/10/2023 18:15:52
53,55,1 UN,25,12,2 PA,2 MA,1 ST,1 CA,2 CE,4 EU,4 EU,2,1,1,2,3,1,2,2,3,1,3,3,3,3,4,4,4,5,4,5,4,2,1,2,3,3,1,0,0,0,1,0,1,1,3,3,4,4,1,0,0,0,0,1,1,0,2,3,4,3,4,5,4,4,3,4,3,4,4,4,3,3,5,15000,NR,3,144938,927,155,129938,-88,152,catolica,centro,110,10 minutos,24 horas,primer lugar,8,Emilio,3,15000,.,3,0055,11/10/2023 10:30:47
54,56,1 UN,23,12,2 PA,1 FE,1 ST,2 CR,1 LW,2 EM,2 EM,1,1,1,1,1,2,2,1,4,3,4,4,4,3,3,1,1,3,3,4,3,1,1,1,1,2,5,0,0,0,1,0,3,1,3,4,4,4,1,0,0,0,1,1,1,0,3,3,3,2,2,4,2,2,2,2,2,4,2,5,5,4,5,200000,1000,40,144938,927,155,55062,73,115,Cristiana ,Izquierda,10,500,24 hrs,segundo lugar,8,emilio,18,200000,1000,40,0056,11/10/2023 10:30:42
55,57,1 UN,22,12,2 PA,1 FE,1 ST,3 OT,1 LW,2 EM,2 EM,1,2,3,1,1,2,1,4,3,2,2,4,1,3,4,5,4,4,4,5,4,2,1,1,2,3,1,0,0,0,1,0,3,1,3,4,4,4,1,0,0,0,1,1,1,0,3,2,1,4,1,4,4,5,3,2,3,4,5,4,3,4,5,100000,960,120,144938,927,155,44938,33,35,solo creo en Dios y el Universo.,Marxismo.,10 pesos,25 min,24 horas.,segundo lugar,8 ovejas.,Emilio,NR,100000,960 pesos,120,0057,11/10/2023 10:53:22
56,58,1 UN,23,12,2 PA,1 FE,1 ST,2 CR,2 CE,4 EU,6 PG,2,1,1,2,2,1,2,2,4,3,4,4,3,2,2,3,5,5,3,2,4,2,1,2,3,3,2,0,0,0,1,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,2,1,3,2,4,1,5,2,1,3,2,1,1,1,4,4,NR,950,NR,144938,927,155,-88,23,-88,CRISTIANA,NEUTRO,10 PESOS,1 HORA CON 60 MINUTOS,24 HORAS,SEGUNDO LUGAR,8,EMILIO,"1,5 METROS CÚBICOS",NO TENGO IDEA,950 PESOS,NI IDEA,0058,11/10/2023 10:57:35
57,59,1 UN,21,12,2 PA,1 FE,1 ST,6 AT,1 LW,2 EM,3 ET,1,1,1,2,2,1,1,1,2,2,2,4,2,2,3,3,3,3,3,3,3,1,1,3,3,3,2,0,0,0,1,0,3,4,3,4,4,4,1,0,1,0,1,1,1,0,4,2,2,1,1,3,2,3,1,1,2,2,1,5,4,3,2,260000,700,26,144938,927,155,115062,227,129,"no tengo, soy atea",diria que centro-izquierda,10,5 minutos,24 horas ,en el segundo lugar,8,Emilio,9,aproximadamente unas 260.000,actualmente unos 700 pesos,aproximadamente 26,0059,11/10/2023 11:53:08
58,60,1 UN,21,12,2 PA,2 MA,1 ST,3 OT,5 NO,2 EM,3 ET,2,1,1,1,2,1,2,2,2,1,2,3,4,3,2,3,2,3,3,3,3,2,1,1,1,1,1,0,0,0,1,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,2,4,2,3,3,3,3,3,3,2,3,3,5,5,1,4,NR,NR,NR,144938,927,155,-88,-88,-88,"creo que puede haber algo mas allá, pero nose que es.",no tengo opinión del tema,10,100 MINUTOS,24 horas,en el segundo lugar,8,emilio,3,NOSE,nose,nose,0060,11/10/2023 11:59:03
59,61,1 UN,20,12,2 PA,1 FE,1 ST,4 NO,5 NO,2 EM,3 ET,2,1,1,2,3,2,2,2,4,3,4,4,3,4,3,3,3,4,3,2,5,1,1,2,2,2,1,0,0,0,1,0,3,1,3,4,4,4,1,0,0,0,1,1,1,0,3,3,5,4,2,3,2,3,1,2,4,3,3,5,5,5,4,60000000,1000,15,144938,927,155,59855062,73,140,NO TENGO UNA ORIENTACION RELIGIOSA DEFINIDA,NO TENGO UNA ORIENTACION POLITICA DEFINIDA,10,500,24,SEGUNDO LUGAR,8,EMILIO,UN METRO CUBICO,60 MILLONES,1000,15,0061,11/10/2023 11:51:14
60,62,1 UN,22,12,2 PA,1 FE,1 ST,6 AT,5 NO,2 EM,6 PG,2,2,2,3,3,4,3,3,4,3,2,4,4,4,3,3,2,4,4,4,4,3,1,2,2,2,1,0,0,0,1,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,3,5,3,5,5,5,5,5,,5,5,5,5,5,2,5,NR,870,NR,144938,927,155,-88,57,-88,atea,no tengo interes en aquello ,10 pesos ,100 minutos ,24 horas,segundo lugar ,8 ovejas,Emilio ,3 metros ,"no se, llevo poco tiempo aqui","870 pesos, va variando ",no lo se,0062,11/10/2023 11:39:31
61,63,1 UN,20,12,2 PA,4 OT,1 ST,5 AG,8 NR,2 EM,4 EU,3,3,4,2,4,4,3,4,4,4,2,4,3,4,3,3,3,4,4,5,5,2,1,2,2,3,1,0,0,0,0,0,3,4,4,4,4,4,1,0,1,1,1,1,1,0,5,2,1,1,4,4,5,5,1,2,2,3,2,5,4,3,5,1000000,800,16,144938,927,155,855062,127,139,agnóstico y pragmático ,cualquier posición menos el centro,10,5 minutos,47,segundo,8,Emilio,3mts elevado al cubo,1.000.000app,800$ app,16,0063,11/10/2023 12:39:33
62,64,1 UN,21,12,2 PA,2 MA,1 ST,6 AT,2 CE,2 EM,3 ET,2,4,1,1,2,1,1,2,3,2,3,3,4,2,3,2,2,3,3,4,3,1,1,1,1,1,1,0,0,0,1,0,3,3,1,3,4,4,1,0,0,0,0,1,1,0,2,3,4,1,2,4,3,5,3,1,4,4,3,5,5,4,5,90000,970,120,144938,927,155,54938,43,35,Ateo,Centro,10,100 minutos,12,primer lugar,8 ovejas,Emilio,3 metros,90000,970,120,0064,11/10/2023 12:39:33
63,65,1 UN,19,12,2 PA,3 NB,1 ST,5 AG,8 NR,2 EM,2 EM,2,2,3,4,3,4,4,3,4,3,3,4,4,2,4,4,3,4,3,3,5,3,1,1,3,2,2,0,0,0,0,1,3,3,3,4,4,4,4,0,0,0,1,1,1,1,4,3,2,1,3,3,2,2,1,1,2,4,1,5,3,3,5,300000,840,20,144938,927,155,155062,87,135,agnóstico ,luffy de one piece,10 pesos,100 minutos,24 horas,segundo lugar,8,Emilio,0,300000,840,20,0065,11/10/2023 12:42:25
64,66,1 UN,23,12,2 PA,1 FE,1 ST,3 OT,3 RW,3 ET,4 EU,1,2,2,2,3,4,2,3,4,3,2,2,1,4,3,3,2,3,4,2,3,3,2,2,2,2,1,0,0,0,1,0,3,1,4,4,3,4,1,0,0,1,1,0,1,0,3,1,1,1,1,2,1,1,2,1,1,1,1,3,3,3,3,127000,800,27,144938,927,155,17938,127,128,CREYENTE NO PRACTICANTE ,CENTRO DERECHA,10,500 MINUTOS,47 HORAS,SEGUNDO LUGAR,7,EMILIO ,3,127000,800 PESOS,27,0066,11/10/2023 12:55:35
65,67,1 UN,21,12,2 PA,1 FE,1 ST,5 AG,5 NO,4 EU,3 ET,4,1,2,2,4,3,2,4,4,3,3,4,3,3,4,3,3,4,4,4,4,2,2,2,3,2,2,0,0,0,1,0,3,3,1,4,3,3,1,0,0,0,1,0,0,0,1,3,4,3,2,4,4,4,4,2,4,4,4,4,3,3,5,1000000,800,NR,144938,927,155,855062,127,-88,agnostica,apolitica,10 pesos,100 min,nada por que ya esta expandido sobre todo el queso,segundo,7,julio,9,1000000,800,NR,0067,11/10/2023 13:07:01
66,68,1 UN,22,12,2 PA,1 FE,1 ST,2 CR,5 NO,4 EU,6 PG,1,1,1,2,3,2,2,3,4,2,2,3,4,3,3,3,3,3,4,3,3,1,1,2,2,3,2,0,0,0,1,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,3,1,2,1,2,1,3,2,1,2,2,1,3,4,1,4,22000,1300,200,144938,927,155,122938,373,45,Cristiana,No me identifico con alguna postura política,10,100 minutos,24 horas,segundo,8,Emilio,9,22000,1300,200,0068,11/10/2023 13:23:29
67,69,1 UN,22,12,2 PA,2 MA,1 ST,2 CR,3 RW,2 EM,3 ET,1,2,3,4,4,2,3,2,4,2,2,4,4,4,3,3,3,3,5,4,3,2,1,2,3,3,1,0,0,0,1,0,4,4,4,4,4,4,4,1,1,1,1,1,1,1,7,4,1,3,4,4,3,3,3,2,3,4,3,4,2,3,5,200000,915,216,144938,927,155,55062,12,61,IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ULTIMOS DIAS ,DERECHO A PROPIEDAD Y CAPITAL CON BENEFICIOS UNIVERSALES COMUNES,5 PESOS,5 MINUTOS IGUALMENTE,47 HORAS,EN SEGUNDO LUGAR,8 OVEJAS,EMILIO,"NINGUNO, ES UN HOYO",200000 APROX.,910-920,216,0069,11/10/2023 13:53:06
68,70,1 UN,18,12,2 PA,1 FE,1 ST,6 AT,5 NO,2 EM,4 EU,3,4,2,3,2,3,2,3,4,3,4,4,4,4,2,2,2,3,3,2,2,1,1,1,1,2,2,0,0,0,1,0,3,3,3,4,4,4,3,0,0,0,1,1,1,0,3,3,3,2,4,3,2,1,1,3,1,3,1,5,3,4,5,NR,1200,NR,144938,927,155,-88,273,-88,Atea,No tengo,10,100 minutos,24,segundo lugar,8,Emilio,27,Muchas ,1200,NR,0070,11/10/2023 13:53:16
69,71,1 UN,22,12,2 PA,1 FE,1 ST,5 AG,1 LW,2 EM,5 PT,3,1,1,3,4,2,1,4,4,4,2,2,3,4,3,4,3,4,2,5,3,2,1,2,3,3,2,1,0,0,0,0,3,3,3,3,4,3,3,0,0,0,0,1,0,0,1,3,1,3,1,4,3,3,1,3,3,3,3,5,5,4,5,150000,890,30,144938,927,155,5062,37,125,Agnostica,izquierda,10,100,24,PRIMERO,8,JULIO,27,150000,890,30,0071,11/10/2023 14:05:24
70,72,1 UN,23,12,2 PA,1 FE,1 ST,6 AT,8 NR,2 EM,4 EU,2,1,1,1,4,3,2,1,4,3,4,4,4,4,3,2,1,3,2,3,3,1,1,1,1,2,1,0,0,0,1,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,1,1,1,1,2,1,3,1,1,1,1,1,5,5,5,5,300000,1000,16,144938,927,155,155062,73,139,Ateismo,NR,10,100 minutos,24 horas,segundo lugar,8,Emilio,3 metros cúbicos,300000,1000 pesos,16,0072,11/10/2023 14:03:57
71,73,1 UN,22,12,2 PA,1 FE,1 ST,2 CR,5 NO,2 EM,5 PT,1,1,1,2,2,2,1,3,2,1,2,4,3,4,3,3,2,3,3,3,3,2,1,2,2,2,1,0,0,0,1,0,3,3,3,4,4,1,1,0,0,0,1,1,0,0,2,3,3,2,3,3,3,3,4,1,2,3,2,4,4,3,4,20000,1000,100,144938,927,155,124938,73,55,"creyente en cierta medida, pero no perteneciente a alguna religion de forma activa.","no me identifico con partidos o tendencias, menos con representantes de alguno de ellos.",10,100 minutos,24,segundo,8,Junio,12,20000,mil,100,0073,11/10/2023 14:26:44
72,74,1 UN,23,12,2 PA,1 FE,1 ST,4 NO,5 NO,4 EU,4 EU,1,1,1,2,1,4,1,1,4,1,1,4,2,2,2,2,1,2,3,2,2,2,1,1,2,1,1,0,0,0,1,0,3,1,1,3,1,3,1,0,0,0,0,0,0,0,0,3,5,1,2,1,1,1,3,2,1,3,2,5,5,1,5,30000,775,15,144938,927,155,114938,152,140,no tengo,no tengo,10 PESOS,5O MIN,NOSE,primer lugar,9,julio,3,30000,800 APROX o 750 pesos chilenos,15,0074,11/10/2023 14:33:08
73,75,1 UN,19,12,2 PA,2 MA,1 ST,3 OT,5 NO,2 EM,1 EB,2,2,2,2,3,2,2,3,4,3,3,3,3,3,3,4,4,4,3,4,4,1,1,1,1,1,4,1,0,0,1,0,3,1,3,4,4,4,1,0,0,0,1,1,1,0,3,3,4,3,3,4,4,3,2,1,3,4,3,5,5,2,5,125000,920,10,144938,927,155,19938,7,145,"creyente, pero sin religión definida",no me representa ninguna postura política,10,25 min.,24,segundo,8,Emilio,9mt3,125000,920,10,0075,11/10/2023 14:44:26
74,76,1 UN,19,12,2 PA,1 FE,1 ST,6 AT,5 NO,3 ET,2 EM,1,3,3,2,2,3,3,3,4,4,4,3,4,3,4,4,4,4,5,5,5,2,1,2,2,3,2,0,0,0,1,0,1,1,3,3,4,4,1,0,0,0,0,1,1,0,2,3,4,3,4,4,4,4,3,3,3,3,3,4,3,3,5,125000,980,20,144938,927,155,19938,53,135,"soy atea , no creo en la existencia de un dios pero respeto al creyente.",prefiero mantenerme al margen de la política,155,25 minutos,24 horas,1er lugar,8,emilio,12,125.000 app.,980 app,20,0076,11/10/2023 14:57:15
75,77,1 UN,19,12,2 PA,1 FE,1 ST,6 AT,1 LW,2 EM,3 ET,3,4,1,2,4,3,2,3,4,4,4,4,4,4,5,4,5,5,4,5,5,2,1,2,1,3,3,1,0,0,0,0,1,3,3,4,3,4,1,0,0,0,1,0,1,0,2,4,5,3,3,5,5,5,5,3,3,3,3,4,3,2,5,130000,700,1,144938,927,155,14938,227,154,ATEISMO,ANTIPATRIOTISMO,105 PESOS,1 HORA Y 40 MIN,24 HORAS,SEGUNDO LUGAR,7 OVEJAS,EMILIO,9 METROS CUBICOS,130.000 PERSONAS,700 PESOS APROX,UNO SOLO,0077,11/10/2023 14:59:19
76,78,1 UN,22,12,2 PA,1 FE,1 ST,3 OT,5 NO,2 EM,2 EM,2,1,4,4,3,4,3,4,3,4,3,4,4,3,3,4,3,4,4,2,3,3,1,1,3,2,3,0,0,0,1,0,3,1,3,4,4,4,3,0,0,0,1,1,1,0,3,5,5,3,3,2,4,4,3,3,4,5,3,5,5,1,5,350000,900,14,144938,927,155,205062,27,141,Bautizada por la iglesia Católica pero creyente de otro Dios,No tengo orientación política,10,1 minuto (60 segundos),24 horas,en el segundo lugar ,8,Emilio,27,Aproximadamente unas 350 mil personas,900 pesos ,14,0078,11/10/2023 16:42:55
77,79,1 UN,22,12,2 PA,2 MA,1 ST,8 NR,1 LW,4 EU,5 PT,3,3,2,1,4,2,1,1,4,3,4,4,1,3,3,3,2,3,4,4,3,1,1,2,3,3,2,0,0,0,1,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,3,1,3,3,2,3,2,2,1,1,4,4,5,5,2,5,100000,900,45,144938,927,155,44938,27,110,NR,"NO ME CONSIDERO DE UNA POLÍTICA EXTREMISTAS COMO LO SON EL COMUNISMO O REPUBLICANOS EN EL CASO DE CHILE, PERO SI ORIENTADO HACIA LA IZQUIERDA",10,1 HORA Y 40 MINUTOS,24 HORAS,2DO,8,EMILIO,3,100000,900 PESOS,45,0079,11/10/2023 16:42:44
78,80,1 UN,24,12,2 PA,1 FE,1 ST,1 CA,8 NR,2 EM,4 EU,3,2,2,2,3,4,3,2,4,4,4,4,4,2,3,2,1,3,4,2,1,3,1,1,1,2,1,0,0,0,1,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,3,1,3,3,3,3,3,1,2,4,4,3,5,4,3,5,140000,859,12,144938,927,155,4938,68,143,catolica,prefiero no contestar,10,100,24,en el segundo lugar,8,Emilio,3metros cubicos,140000,859,12,0080,11/10/2023 16:37:51
79,81,1 UN,23,12,2 PA,2 MA,1 ST,6 AT,1 LW,2 EM,4 EU,2,2,1,3,4,3,2,4,4,3,2,3,3,3,4,3,3,4,5,5,4,1,1,1,3,3,1,0,0,0,1,1,4,1,3,4,4,4,1,1,0,0,1,1,1,0,4,1,1,1,3,3,2,4,1,1,1,3,1,5,4,2,5,120000,870,40,144938,927,155,24938,57,115,Ateismo,Centro-izquierda,5,1,24,2,8,Emilio,9,120000,870,40,0081,11/10/2023 17:18:37
80,82,1 UN,21,12,2 PA,1 FE,1 ST,1 CA,5 NO,2 EM,3 ET,2,3,2,2,2,3,3,4,4,3,2,4,4,4,3,3,2,4,3,4,3,2,1,2,1,2,1,0,0,0,1,0,3,1,3,4,1,3,1,0,0,0,1,0,0,0,1,2,1,1,1,3,1,3,2,1,1,3,1,5,4,2,5,190000,810,28,144938,927,155,45062,117,127,tengo influencia de la religión católica  ,creo que las posturas actuales con respecto a política están muy polarizadas por lo que es difícil encontrar una postura que no tenga algún argumento radical que este encontrar de mis valores. ,10,10 minutos ,24 horas,segunda,15,julio,NR,190000,810,28,0082,11/10/2023 17:19:52
81,83,1 UN,25,12,2 PA,1 FE,1 ST,3 OT,5 NO,3 ET,6 PG,3,1,1,1,4,1,4,4,4,1,4,4,4,4,3,3,3,4,3,3,3,2,1,3,3,3,2,0,0,0,1,0,4,4,4,4,3,4,1,1,1,1,1,0,1,0,5,3,1,2,2,4,3,3,3,3,3,4,3,5,5,1,5,90000,930,120,144938,927,155,54938,3,35,Creo en un Dios,No tengo una orientación política definida.,5 pesos,5 minutos,47 horas,Segundo lugar,7 ovejas,Emilio,3 metros cúbicos,90000,930,120,0083,11/10/2023 17:21:23
82,85,1 UN,27,12,2 PA,2 MA,4 TC,5 AG,1 LW,4 EU,5 PT,2,1,1,1,2,1,1,2,3,1,3,2,2,3,2,2,1,2,2,3,2,1,1,1,1,2,1,0,0,0,1,0,4,4,4,4,4,4,3,1,1,1,1,1,1,0,6,1,1,1,3,2,1,3,1,1,1,3,3,4,4,4,4,120000,930,155,144938,927,155,24938,3,0,Agnóstico,Centro Izquierda,5,5 minutos,47 horas,segundo,8,Emilio,27,120000,930,155,0085,11/10/2023 17:25:33
83,86,1 UN,21,12,2 PA,2 MA,1 ST,6 AT,1 LW,4 EU,2 EM,1,1,2,2,1,2,3,2,3,2,4,4,3,4,3,4,4,4,3,5,4,2,1,1,2,1,1,0,0,0,1,0,3,4,3,4,4,3,3,0,1,0,1,1,0,0,3,1,2,1,1,2,3,2,1,1,1,3,1,5,5,3,5,152000,900,54,144938,927,155,7062,27,101,soy ateo,centro izquierda,10,5 minutos ,24hrs,segundo lugar,8,julio,27m,152000,900,54,0086,11/10/2023 17:48:00
84,87,1 UN,23,12,2 PA,2 MA,1 ST,8 NR,8 NR,4 EU,5 PT,1,1,1,1,1,4,2,1,4,1,1,4,4,4,4,3,3,4,5,4,4,2,1,1,1,1,1,0,0,0,1,0,3,1,3,3,4,3,1,0,0,0,0,1,0,0,1,3,3,2,4,3,3,1,3,1,1,3,1,5,5,3,5,157000,923,254,144938,927,155,12062,4,99,NR,NR,10,500,24,PRIMERO,8,JULIO,9,157000,923 PESOS,254,0087,11/10/2023 17:47:06
85,88,1 UN,19,12,2 PA,1 FE,1 ST,5 AG,1 LW,2 EM,6 PG,2,1,1,1,1,2,1,1,4,2,3,3,4,3,3,2,3,5,4,4,5,1,1,1,3,3,1,0,0,0,1,1,1,1,3,4,4,4,2,0,0,0,1,1,1,0,3,3,1,1,3,2,3,3,4,2,3,4,2,4,4,3,5,NR,870,23,144938,927,155,-88,57,132,Agnóstica ,"No estoy tan informada respecto a política, por lo tanto no he escogido una orientación oficial, aunque me inclino por izquierda",100 pesos,5000 collares,24 horas,Segundo Lugar,Ocho,Emilio,No lo sé,Desconozco la cantidad exacta. ,870 pesos apróximadamente,23 aproximadamente,0088,11/10/2023 17:48:08
86,89,1 UN,21,12,2 PA,2 MA,1 ST,6 AT,5 NO,2 EM,4 EU,1,1,1,1,2,1,1,4,3,3,2,2,3,2,3,2,2,5,3,4,3,2,1,2,3,3,2,0,0,0,1,0,4,3,1,4,4,4,1,1,0,0,1,1,1,0,4,1,1,1,1,2,1,2,1,1,1,1,1,5,5,3,5,120000,910,160,144938,927,155,24938,17,5,ATEO,NADIE,5,100,36,SEGUNDO,8,EMILIO,3,120000,910,160,0089,11/10/2023 17:49:51
87,90,1 UN,20,12,2 PA,1 FE,1 ST,6 AT,1 LW,2 EM,5 PT,1,1,1,1,3,1,1,1,3,2,2,4,2,2,3,3,2,3,2,3,3,2,1,2,3,3,3,0,0,0,1,0,3,1,3,4,1,4,1,0,0,0,1,0,1,0,2,3,3,2,2,2,2,3,2,2,2,3,3,3,3,3,4,120000,800,NR,144938,927,155,24938,127,-88,ATEO,SOCIALMENTE DE IZQUIERDA,10,20,24,SEGUNDO,0,EMILIO,3,120000,800,NI IDEA,0090,11/10/2023 18:12:44
88,91,1 UN,19,12,2 PA,1 FE,1 ST,6 AT,2 CE,3 ET,6 PG,1,1,2,3,4,4,3,4,4,3,3,4,4,4,3,2,1,4,5,5,5,1,1,1,2,2,1,0,0,0,1,0,4,3,4,4,4,4,3,1,0,1,1,1,1,0,5,1,1,1,2,4,3,3,3,1,1,4,1,5,5,3,5,126000,800,40,144938,927,155,18938,127,115,atea,centro,5,100minutos,47horas,segunda,8,emilio,27metros cubicos,126000,800 app,40,0091,11/10/2023 18:38:20
89,92,1 UN,19,12,2 PA,1 FE,1 ST,5 AG,1 LW,2 EM,4 EU,1,1,1,1,1,1,1,2,4,3,2,3,4,4,3,3,2,3,3,4,3,1,1,2,1,2,1,0,0,0,1,0,3,3,3,4,4,4,3,0,0,0,1,1,1,0,3,3,2,2,4,5,2,4,4,3,4,4,5,5,4,4,5,7000,940,12,144938,925,155,137938,15,143,Soy agnóstica,Centro izquierda,10,100 minutos,24 horas,Segundo,8,Emilio,27 metros cúbicos,7000,940,12,0092,12/10/2023 9:57:23
90,93,1 UN,19,12,2 PA,2 MA,1 ST,3 OT,5 NO,4 EU,2 EM,3,3,4,3,4,3,2,3,3,4,4,4,4,4,3,3,4,5,5,3,5,1,1,2,1,2,1,0,1,0,0,0,3,1,1,4,1,4,1,0,0,0,1,0,1,0,2,3,4,1,3,4,5,3,1,1,5,5,5,5,3,3,5,120000,912,33,144938,925,155,24938,13,122,"Solo creo en un Dios, no pertenezco a una religión.",No tengo una inclinación política.,10 pesos,20 minutos,12 horas,Segundo,Ninguna,Emilio,3,120.000 aproximadamente,912,33,0093,12/10/2023 10:35:56
91,94,1 UN,20,12,2 PA,1 FE,1 ST,1 CA,2 CE,4 EU,6 PG,3,3,1,1,1,3,4,3,4,4,3,4,4,4,3,2,2,2,4,4,5,3,2,1,3,3,2,0,0,0,1,0,3,1,3,4,3,4,1,0,0,0,1,0,1,0,2,4,5,3,3,2,5,4,5,5,5,5,5,5,3,5,5,400000,900,25,144938,925,155,255062,25,130,Religión Católica,"centralista, ni por uno ni por otro, mientras sea para mejor todo sirve",10 pesos,1 minuto,24 horas,en 2do lugar,7 ovejas,Emilio,3 metros,400.000 aprox,900 pesos chilenos aprox,25 diputados,0094,12/10/2023 10:31:28
92,95,1 UN,19,12,2 PA,2 MA,1 ST,4 NO,2 CE,4 EU,3 ET,2,1,1,2,1,2,4,4,4,3,2,4,4,3,3,3,2,4,5,3,4,2,1,2,2,5,3,1,0,0,0,0,3,1,1,4,4,4,1,0,0,0,1,1,1,0,3,3,5,2,1,5,3,5,5,1,4,3,3,5,5,4,5,100000,870,100,144938,925,155,44938,55,55,"No tengo una religión de por si, me cuesta creer muchas de las cosas que se proclaman y encuentro mas lógicos los estudios de la ciencia.","Encuentro que basarse y cerrarse en una idea politico es de lo peor ya que no te permite ver las cosas con claridad, creo que karim bianchi en la región ha hecho mucho.",10 pesos,50 minutos,48 horas,segundo lugar,8 ovejas,emilio,3 metros cubicos,100.000+,870 pesos,100,0095,12/10/2023 10:38:55
93,96,1 UN,21,12,2 PA,2 MA,1 ST,2 CR,5 NO,2 EM,2 EM,4,2,1,4,4,4,2,3,4,4,4,4,4,4,3,3,2,4,5,4,2,5,1,1,4,4,1,0,0,0,0,1,3,3,3,3,3,4,1,0,0,0,0,0,1,0,1,2,1,3,3,5,5,5,1,3,4,5,5,5,3,5,5,140000,900,64,144938,925,155,4938,25,91,"Soy cristiano, pero creo en otras formas de vida inteligente",no me identifico con ninguna postura politica no me gusta seguir dogmas.,10,100 minutos,24,primero,7,emilio,3,140000,900,64,0096,12/10/2023 10:32:07
94,97,1 UN,21,12,2 PA,1 FE,1 ST,1 CA,2 CE,2 EM,4 EU,2,1,1,2,3,1,3,2,3,2,3,4,3,4,3,3,3,4,5,4,4,3,1,2,2,3,2,0,0,0,1,0,4,4,3,4,4,4,1,1,1,0,1,1,1,0,5,4,4,3,3,3,3,4,4,4,3,4,5,5,4,3,5,150000,900,12,144938,925,155,5062,25,143,Catolica,centro,5 PESOS,5 MINUTOS,24 HORAS,SEGUNDO ,8,EMILIO,9,150000,900,12,0097,12/10/2023 11:14:04
95,98,1 UN,23,12,2 PA,2 MA,1 ST,5 AG,8 NR,2 EM,2 EM,2,1,2,1,2,2,2,1,2,3,3,3,3,2,2,4,3,3,3,3,2,1,5,3,2,2,2,0,0,0,1,0,4,4,3,4,4,4,1,1,1,0,1,1,1,0,5,3,4,4,3,4,4,3,4,3,4,4,4,4,4,4,5,150000,900,32,144938,925,155,5062,25,123,AGNOSTICO,CRITICO,5,5 MINUTOS,24HORAS,SEGUNDO,8,EMILIO,12,150000,900,32,0098,12/10/2023 11:12:19
96,99,1 UN,20,12,2 PA,2 MA,1 ST,5 AG,3 RW,2 EM,5 PT,2,1,2,1,4,1,4,4,4,1,2,4,2,3,3,2,1,2,3,2,1,2,1,1,1,1,1,0,0,0,1,0,3,3,3,3,4,4,1,0,0,0,0,1,1,0,2,1,1,1,4,1,1,1,1,1,1,1,1,5,5,3,5,120000,951,NR,144938,925,155,24938,26,-88,agnostico,derechas,10 pesos,100 minutos,24 horas,primer lugar,8 ovejas,Emilio,3 metros,120000,951,sin respuesta,0099,12/10/2023 11:08:18
97,100,1 UN,20,12,2 PA,1 FE,1 ST,3 OT,1 LW,4 EU,2 EM,2,2,1,2,2,1,2,2,3,3,3,3,3,3,4,4,5,5,5,3,4,5,1,1,1,2,1,0,0,0,1,0,3,1,3,4,1,3,1,0,0,0,1,0,0,0,1,3,4,2,2,4,4,3,3,4,4,2,3,4,2,2,5,3000,980,14,144938,925,155,141938,55,141,no soy tan creyente para ir a una iglesia pero creo.,creo que estoy de acuerdo con un bien comunitario,10 PESOS,10 DIAS,24 HORAS,segundo lugar,6,julio,9 metros cubicos,3000,980,13 o 15,00100,12/10/2023 11:07:33
